Id,Hotel_name,Review_Title,Review_Text,Rating
2019,Fortel,Wonderful experience with good service,It was very nice experience for me. When I entered the room it was awesome. Very nicely decorated. Housekeeping is well maintained. Food is delicious. Staff was very friendly and helpful through out the stay. I guess everyone will enjoy staying in this hotel.,86.0
2020,Radisson Blu GRT Chennai,,"The hotel was kind enough to decorate the room for our night from wedding, the rooms looked great..",100.0
2021,The Westin Chennai Velachery,Short drive to airport,This hotel is centrally located to the biggest mall in Chennai as well as a short drive to Chennai Internatioinal airport. The staff are all very polite and no request is too large (they even helped me dress in a Saree for a traditional day at our Chennai offices!),100.0
2022,Ekaana Cottages,Service apartment at affordable price,"It is located in Alwarpet, not very difficult to locate the place. The rooms are just adequate, it is not very spacious. The complimentary breakfast is usually ready only by 8 a.m. so if you need to leave early, you might have to skip breakfast. There are a few good restaurants around.",57.0
2023,The Pride,Not worth for money,"Rusted bathrooms, quality not maintained like before. Hair on the bathroom floor and toilet seats. Not worth the money. Only good thing is they allowed late check out since I checked in late at night. Location is great.",57.0
2024,The Residency Chennai,Good facilities & spacious room,"One of the good residency with all facilities. Food was so good and tasty. Room was so big and television was provided with all good channels, it was very entertaining. Bed was so comfortable and mattress were so good. It is near to bus stop and taxi was available. I stayed here for 2 days and enjoyed a lot.",86.0
2025,New Park,Room maintenance and service is very good.,"Good hospitality, cordial service and easy accessibility from railway station and bus stand. Room maintenance and service is very good. I have availed reservation of my return journey from reception counter with in time. Much relaxed with out any tension through my stay.",71.0
2026,"Radisson Chennai City Centre, India",The best place to stay when you are in Chennai.,"The best place to stay when in Chennai .. A perfect combo of right location, perfect cleaned hygienic rooms, tasty food, excellent service .. Do visit the place when in Chennai .. Rate it the best place.",100.0
2027,Orchid Inn Woods Road,Not recommend,"Not recommend ,....,....................... .........................................Not recommend ,....,....................... ......................................... Not recommend ,....,....................... ......................................... Not recommend ,....,....................... ......................................... Not recommend ,....,....................... .........................................",65.0
2028,The Westin Chennai Velachery,Close to the largest mall in Chennai,"Really lovely hotel with pleasant staff. 
Very cool and airy rooms
Great bar with big screen to watch the sports",80.0
2029,Treebo J's Five Two Boutique,Decent hotel. Value for money paid.,"Newly done rooms, clean wall and floors. Bed sheets were not changed after previous guest checked out. They could have cleaned it at least. Bathroom also was not cleaned properly. Breakfast was good. I will go again as it is close to office, and value for.the money paid.",60.0
2030,Lemon Tree Chennai,Nice hotel,Nice experience... Some people i think some workers were shouting outside my room door which was disturbing,100.0
2031,King's Cross Residency,Nice,Nice Room in god location. value for money. Staffs are very Polite...............................................................................................................................................................................................................,65.0
2032,Ambica Empire,,Please don't suggest to anybody.,20.0
2033,Taj Coromandel,Good Hotel,"Its a Good hotel and its fore to the beach, The rooms was very good and there service is also good. They have a pool to play, but its small. You must visit the place in Chennai. Nice hotel and there food was good. And there are some more places to visit with family & friends.",65.0
2034,Glm Meridian,"Worst Experience, won't prefer this anymore","An unpleasant experience, with the hotel not separating the pub and the residents which annoys the stay and the sleep. Prices in the bar is not a reflection of the hotel, they were too high. Room conditions, the knowledge of staff were extremely poor.",20.0
2035,Grand Chennai by GRT Hotels,"Best hotel to stay, value for money",Its really value for money. Ambience is good. Food quality is good. Location is in central of Chennai and market area. Its very pleasant stay for us. Lifts are very speedy and superb. Its overall get hotel and value for money. They provided unlimited water bottles and WiFi spew is excellent.. Neat and very clean room as usual.,100.0
2036,ITC Grand Chola,Wonderful stay in great Chennai,"ITC Grand Chola - A Luxury Collection Hotel. Wonderful stay in great Chennai. Excellent location and facilities. Great hospitality and ambiance. Good place to stay. Beautiful rooms with free wifi. Excellent breakfast and last but not the least, a very good swimming pool.",86.0
2037,Treebo Grand Marena,Good hotel to stay with good roms,"I had stayed in this hotel for a day and I had a good warm welcome in front office. Room was very clean with wooden flooring. Centralised AC, quick response with staff food was fantastic. North Indian especially, morning breakfast was good too, I would come back.",71.0
2038,My Fortune Chennai,Lovely stay with helpful staff,"Lovely place, lovely staff... Lovely stay. The food was good, expensive though. The staff were very friendly and helpful. The room was extremely comfortable and clean. Service for towels, cleaning etc extremely efficient.",100.0
2039,FabHotel Blossoms T Nagar,Best Serviced Apartments,"The place is neat, rooms are adequate with all amenities, bedsheets are clean. Wifi connection is good. The place is walkable distance from T. Nagar which is a shopping area. Buffet breakfast at a restaurant downstairs is really good and serve wide variety. Staff is friendly and helpful, they assisted us whenever we needed. Overall happy with the stay!",100.0
